,GLD,COM,SP500,US20YB,ITB
1970-07-31,-0.02077927079270303,-0.034334614266350316,-0.0005916489271938774,-0.03763472600418227,-0.008678083661524116
1970-08-03,-0.02030203023211785,-0.027151278064771023,-0.027048841707265625,-0.040812735919534604,-0.010038787639825353
1970-08-04,-0.019824714367985607,-0.02562899275697217,-0.0228309011825234,-0.054659067536107275,-0.009558053110984344
1970-08-05,-0.019069731812944024,-0.03584397960983876,-0.023161690328437068,-0.057793257190026814,-0.009077085132908835
1970-08-06,-0.020536019753005563,-0.03521286248275857,-0.025770491531624917,-0.06440573203554445,-0.009515779425248727
1970-08-07,-0.020613754989533106,-0.03511247266718309,-0.020792207443133814,-0.07790669452323606,-0.014538729651997873
1970-08-10,-0.020691484056597487,-0.040320960862203825,-0.04823913528885826,-0.09122759091753863,-0.012224939260285672
1970-08-11,-0.023543452042346757,-0.03598521413701916,-0.05780722534433258,-0.10098689426456164,-0.008987954931003794
1970-08-12,-0.02362094859377195,-0.021028009496278477,-0.06782341627190502,-0.10394692129680827,-0.006664297919634854
1970-08-13,-0.022313504169987675,-0.016828384045351363,-0.08421224428081653,-0.13646704196005,-0.009864820875224556
1970-08-14,-0.023776904850611014,-0.0006541670260795662,-0.0739952250585526,-0.15537521527615006,-0.011219698003217538
1970-08-17,-0.02385438287403563,0.0,-0.07037351749433673,-0.1454895153237603,-0.007977686255940752
1970-08-18,-0.02393185474841064,-0.04656678919038015,-0.04897456751395779,-0.1387169027825318,-0.0019547230310762442
1970-08-19,-0.024009320474224327,-0.007699173377177404,-0.030079408998575308,-0.13832271480482228,0.0
1970-08-20,-0.022702396109374745,-0.016239942813841446,-0.007975325975804193,-0.11844521161590726,0.0
1970-08-21,-0.020009448840354827,-0.04726738723283663,0.0,-0.06759068541352964,0.0
1970-08-24,-0.010377482261547666,-0.04700464255074277,0.0,-0.060411036815519514,0.0
1970-08-25,-0.005438219415915491,-0.015779053644755292,0.0,-0.05999653358716173,0.0
1970-08-26,-0.004958253322942863,-0.031845384411471334,0.0,-0.06309021372844315,-0.0023163030642590066
1970-08-27,0.0,-0.018623629138297404,-0.0032808673968317548,-0.06267621873393647,-0.0018439542694099753
1970-08-28,-0.00537627057141965,-0.015096985537412122,0.0,-0.058752213481408466,-0.0013713818431771996
1970-08-31,-0.005455208962644287,-0.013971534932631036,-0.008386328085632222,-0.0512795225950734,0.0
1970-09-01,-0.0013641419650705089,-0.033834014048048755,-0.022332049511561647,-0.047315488522919,0.0
1970-09-02,0.0,-0.027610351716857218,-0.0221680452893509,-0.04689726364109803,0.0
1970-09-03,0.0,-0.021879664621588413,0.0,-0.046478855160142385,0.0
1970-09-04,-0.002830396716228978,-0.007738186846676043,0.0,-0.04606026299945354,-0.002320905812390972
1970-09-07,-0.007030072711693536,-0.007816937784227762,0.0,-0.04564148707839599,-0.002320905812390972
1970-09-08,-0.022185027813129587,-0.0013397867380587902,0.0,-0.055875493055940195,-0.005561092818379687
1970-09-09,-0.007303015077176012,0.0,-0.006100559611865397,-0.05545898895528156,-0.004165885500597599
1970-09-10,-0.007381800552169859,0.0,-0.017944357348165685,-0.04439492631367836,-0.0009129193321810725
1970-09-11,-0.0033503594867801967,-0.00232287185303115,-0.012772083419835156,-0.04040830176107457,0.0
1970-09-14,-0.0006838673684185226,0.0,-0.023617512324286216,-0.03279004892023851,0.0
1970-09-15,-0.0048869036167427105,-0.004505273667330334,-0.040588644763897896,-0.014144803591101596,0.0
1970-09-16,-0.01566454680359508,-0.010358711057391168,-0.030523518176111986,0.0,0.0
1970-09-17,-0.007830881485720087,-0.036852523257150493,-0.018747221116295787,0.0,0.0
1970-09-18,-0.0092790786462843,-0.02039352605843847,-0.010954995620711117,0.0,0.0
1970-09-21,-0.007989308228193104,-0.031082553184856532,-0.02803230361536113,0.0,0.0
1970-09-22,-0.003960334507643548,-0.01507922408153961,-0.02929614390503632,0.0,0.0
1970-09-23,-0.006783296198967337,-0.010429097201936632,-0.02818730301593675,-0.007042193449498635,-0.0023490012617111145
1970-09-24,-0.012341939218324827,-0.014231325648733195,-0.03419662884396224,-0.006619871130824295,-0.0028307383720351798
1970-09-25,-0.012420324778704472,-0.013633856571423353,-0.0065978462217221034,-0.02098330097146317,-0.007022068951382687
1970-09-28,-0.01113275712600037,-0.016415669927563936,0.0,-0.013206802391957373,-0.00564494411987293
1970-09-29,-0.009844456009295066,-0.02577362550370832,-0.0012711895964990783,-0.016475534578222928,-0.005193420762366174
1970-09-30,-0.007734850735134469,-0.025347208565772994,0.0,-0.019734975418906453,-0.005668968361217108
1970-10-01,0.0,-0.029791060209062303,0.0,-0.00824216910112785,-0.003360555318607128
1970-10-02,-0.008315466657951243,-0.017971880152631403,0.0,-0.007819642555257245,-0.0010486822615144442
1970-10-05,0.0,-0.0037222544935691104,0.0,-0.0036740598693411064,0.0
1970-10-06,0.0,-0.015345481384237525,0.0,-0.003250305024557254,0.0
1970-10-07,-0.00549574964266919,-0.011879581110728732,0.0,-0.006554151869595404,-0.002350043946525493
1970-10-08,-0.010975923631440176,-0.005872060666450185,-0.02171596332584491,-0.013552908723880597,0.0
1970-10-09,-0.007553447423919724,-0.012733343740185754,-0.041598194798388666,-0.01313122341142281,0.0
1970-10-12,0.0,-0.003180652642531645,-0.06217612622495061,-0.012709357837393576,0.0
1970-10-13,0.0,-0.02057656226274185,-0.06470180128103609,-0.030620531051867017,-0.0004868845586823989
1970-10-14,0.0,-0.02452453550967615,-0.06188303796063643,-0.0265806269891794,-0.0019046801122736268
1970-10-15,0.0,-0.01570193704842837,-0.051706065335800466,-0.03342324796414908,-0.002388661386049984
1970-10-16,-0.0037998009018471723,-0.019996909952045838,-0.060071263969289745,-0.043818709276992274,-0.006585292483214489
1970-10-19,0.0,-0.02764812761994928,-0.08535033857702867,-0.04698841684020827,-0.004281063544811836
1970-10-20,0.0,-0.01967894207656118,-0.07464300006970814,-0.06074959590196782,-0.0047602520401611725
1970-10-21,0.0,-0.01605392736374389,-0.07427378765800241,-0.07085767861653813,-0.007092133975670989
1970-10-22,-0.007974101921470411,-0.002474297152575744,-0.08054400212680624,-0.07044912037019468,-0.005715081953778456
1970-10-23,0.0,0.0,-0.07201568309867712,-0.07696873007593685,-0.005264304266636044
1970-10-26,0.0,-0.01406773619253554,-0.08228085402945862,-0.07656153133664778,0.0
1970-10-27,0.0,-0.015484657240850797,-0.08653955020327209,-0.06574465738042212,0.0
1970-10-28,-0.025085744257726694,-0.0291065676256832,-0.0797985247151044,-0.0334614351779049,0.0
1970-10-29,-0.040278068106438636,-0.04213440294647852,-0.08141568178662406,-0.040291185727623136,-0.0004905418528222683
1970-10-30,-0.09033975379985493,-0.050620709891105564,-0.08391289414212977,-0.0033179952760705733,0.0
1970-11-02,-0.07581846917192603,-0.04774104669435153,-0.07826344980559485,-0.0028926527660334544,-0.0004999774487821629
1970-11-03,-0.08814886639294628,-0.0478166228017568,-0.06266346224204167,0.0,-0.0004999774487821629
1970-11-04,-0.11987427888672042,-0.03342531839561569,-0.05895382803090066,0.0,0.0
1970-11-05,-0.10559425424671098,-0.016774127511886117,-0.06549620789899135,0.0,0.0
1970-11-06,-0.11048683314643659,-0.038733175376683415,-0.06290347210251868,0.0,0.0
1970-11-09,-0.09973902604886864,-0.0356718492036775,-0.05296381916585691,0.0,-0.00238875238584213
1970-11-10,-0.08409067323531672,-0.036740745572164335,-0.05035450727056645,0.0,-0.0010316677293200627
1970-11-11,-0.10562808369414778,-0.038304853799538296,-0.04505393501752153,0.0,-0.0010316677293200627
1970-11-12,-0.09533582323140743,-0.03920695173420563,-0.06489568186698613,-0.014484509658232558,0.0
1970-11-13,-0.08207700450144373,-0.04307982745296213,-0.08230514107542586,-0.01778359765659232,0.0
1970-11-16,-0.06750214815785571,-0.06177033357721384,-0.08524003267511415,-0.01737292470721874,0.0
1970-11-17,-0.09464073737575762,-0.061355497857274566,-0.0802574298416745,-0.002123692979791425,0.0
1970-11-18,-0.08259265470417454,-0.06436631619139954,-0.09531604742858946,0.0,0.0
1970-11-19,-0.08266546481094406,-0.06574345698797002,-0.09276519314513398,0.0,0.0
1970-11-20,-0.08273826913913362,-0.06630580667179997,-0.07511056615496525,0.0,0.0
1970-11-23,-0.08525059356915121,-0.06719330270668789,-0.0636947267627942,-0.04018816012309434,-0.013684658517377213
1970-11-24,-0.09141340182580104,-0.08206346701383038,-0.05176510043119953,-0.061475819192021164,-0.004914219106086581
1970-11-25,-0.0805606229172725,-0.09003913737778424,-0.04490593920207864,-0.061103749947045705,-0.004549291638772379
1970-11-26,-0.07379579813217874,-0.09011135649386537,-0.04490593920207864,-0.0607315331986531,-0.004549291638772379
1970-11-27,-0.08195735579662122,-0.0787838709742753,-0.02612446286682102,-0.0638851098815455,-0.006060218176322185
1970-11-30,-0.08325020654879389,-0.07853389134301314,0.0,-0.05289617197781804,-0.006631535305407721
1970-12-01,-0.09551378619033479,-0.0643896101326713,0.0,-0.023684488786092306,-0.0015706404145846564
1970-12-02,-0.08468814654771117,-0.07667278693335522,0.0,0.0,0.0
1970-12-03,-0.08476079034560424,-0.07998013766973266,0.0,0.0,0.0
1970-12-04,-0.08605131155796286,-0.07456531734382077,0.0,-0.021969166127705164,-0.0034110584461833904
1970-12-07,-0.08855779840235634,-0.0882361955961517,0.0,-0.021592761395331617,-0.005871613187585778
1970-12-08,-0.09349116016021053,-0.10887345065988896,-0.010530799136482472,-0.03221404541735462,-0.010192282785974283
1970-12-09,-0.10180409475931862,-0.10846772165681517,-0.009061036423243851,-0.0318394807625223,-0.007960779546155372
1970-12-10,-0.114179433645071,-0.11600431641973785,-0.0007288307056170229,-0.01678549750697189,-0.001969533994085504
1970-12-11,-0.10394810485562744,-0.11322746777485926,0.0,0.0,0.0
1970-12-14,-0.10353734221761679,-0.10997126148532066,-0.010272119118967082,-0.003394268656421895,-0.002468287073075337
1970-12-15,-0.09589698331398788,-0.09829862924753041,-0.01343665801462468,0.0,-0.0021075341311949103
1970-12-16,-0.07902890583857225,-0.08191899433850847,-0.012194616782044254,-0.0033822200301676375,-0.0017466507246053364
1970-12-17,-0.08252114365613061,-0.08424798114704801,-0.005226698405911501,-0.014217947812592446,-0.0051471894255720185
1970-12-18,-0.08210645738931355,-0.0706407088062061,-0.0013283232059645433,-0.04681154823509881,-0.012269833657998053
1970-12-21,-0.08339828821147244,-0.07039022525030092,-0.007606365122468373,-0.06437221389368919,-0.016556935670635986
1970-12-22,-0.08225295901457186,-0.06543777148201768,-0.00547835825683296,-0.078042946321637,-0.014334389298329864
1970-12-23,-0.08720094636543574,-0.06128536143126084,-0.004231915061253866,-0.07767811181558804,-0.007445468227423424
1970-12-24,-0.09456605960535436,-0.0699943429547566,0.0,-0.07731313293815478,-0.008952254848798802
1970-12-25,-0.09463791944189359,-0.0700681529275381,0.0,-0.08730502037900001,-0.008952254848798802
1970-12-28,-0.09761467864658047,-0.06527787275815877,0.0,-0.10398556385727231,-0.011386990252012064
1970-12-29,-0.09841129812645844,-0.06860298176396917,0.0,-0.10026509188819366,-0.006348827178174532
1970-12-30,-0.0960673438720796,-0.07549140869754523,0.0,-0.10327934729983645,-0.00598370441094731
1970-12-31,-0.09613908455907405,-0.06408823549737985,-0.0026803188867009498,-0.102919312171878,-0.005618447477284794
1971-01-01,-0.09621081955236288,-0.06416251420884833,-0.0026803188867009498,-0.0821259331153209,-0.005618447477284794
1971-01-04,-0.0987007138836965,-0.053179106915051566,-0.024405041713700948,-0.07834301760948625,-0.010864125570900662
1971-01-05,-0.09032067825516843,-0.05260003074073227,-0.010568313339367696,-0.07450852522804974,-0.012362521647367397
1971-01-06,-0.09039287502673565,-0.060855155330001076,0.0,-0.06013328176214405,-0.0119938746942031
1971-01-07,-0.09580142786824342,-0.07119089861539973,0.0,-0.052695023263805374,-0.011625090139358862
1971-01-08,-0.09006929403754771,-0.05992680961317165,-0.004192701432904844,-0.041589831750673434,-0.006588467547098853
1971-01-11,-0.09062667775888988,-0.05332094354568784,-0.008808419566954773,-0.030362816995126773,-0.0034106827582465193
1971-01-12,-0.07372388156294796,-0.0429319214305488,0.0,-0.019003294992640085,0.0
1971-01-13,-0.05299595034452542,-0.03725429234580002,-0.0035306808316157845,0.0,0.0
1971-01-14,-0.06173084597033529,-0.023316934976138293,0.0,0.0,0.0
1971-01-15,-0.05934266307797009,-0.017582836571440552,0.0,0.0,-0.0015294127149316772
1971-01-18,-0.0618829995150193,-0.011499362836987492,0.0,-0.0033996682798558275,-0.0011712224739663935
1971-01-19,-0.07057532595308424,0.0,0.0,-0.0030233392008041093,0.0
1971-01-20,-0.06574770722389833,-0.00838570281505735,0.0,0.0,0.0
1971-01-21,-0.05845102746379727,-0.009787767843723705,0.0,0.0,-0.0015388892157579548
1971-01-22,-0.06962456267924555,-0.009701059023694447,0.0,0.0,-0.00024333128838538443
1971-01-25,-0.07214998417969642,-0.00134946790002477,0.0,-0.007146545051884945,-0.0036637354350892437
1971-01-26,-0.062431010765668815,-0.0030885788366289413,0.0,-0.014253256937932779,-0.002369473496226182
1971-01-27,-0.06619663749595817,-0.014444414525382587,-0.014725186384766276,-0.013885315723280445,-0.0010738868901849496
1971-01-28,-0.06504286805538917,-0.008422163684782769,-0.008158047279954617,-0.01723014219000185,-0.0007213436440798304
1971-01-29,-0.0675742513754165,0.0,0.0,-0.0242543488647462,-0.0013123947412614356
1971-02-01,-0.06274074947882868,0.0,0.0,-0.02756778915644098,0.0
1971-02-02,-0.05051514496931209,0.0,0.0,-0.027201996496125647,-0.0005922939862332832
1971-02-03,-0.033259616985246376,-0.008530527114144149,0.0,-0.026836066238281164,0.0
1971-02-04,-0.044577509656827496,-0.004887361425687464,-0.0002862159602567971,-0.0227947803198032,0.0
1971-02-05,-0.045894951510911386,-0.014692942563912403,0.0,-0.018739682087083542,0.0
1971-02-08,-0.043489256582470825,-0.010738616950344837,0.0,-0.014668120008350716,0.0
1971-02-09,-0.03238517443125255,0.0,0.0,-0.014299618877511855,-0.0015506694493025996
1971-02-10,-0.026215262831508213,0.0,-0.0025407125829782773,-0.021340407683242524,0.0
1971-02-11,-0.025039285124460076,0.0,0.0,-0.02097298224316968,0.0
1971-02-12,-0.016338881603181754,0.0,0.0,-0.020605418857833624,0.0
1971-02-15,-0.0239738855545939,-7.936507936523451e-05,0.0,-0.0312600190433453,0.0
1971-02-16,-0.021542283383072736,-0.016635606697055882,0.0,-0.03455258385654092,0.0
1971-02-17,-0.024132025321250805,-0.024882992434700824,-0.009404460991584984,-0.03782259204249849,0.0
1971-02-18,-0.02671813319310412,-0.034849522195609994,-0.022395099516885675,-0.044689992107806664,0.0
1971-02-19,-0.030302699828255175,-0.03286332551526905,-0.03890639025844267,-0.05508420058184049,-0.0025195014220580347
1971-02-22,-0.03187996519215297,-0.015150739720144468,-0.059249622644263145,-0.06536948720550917,-0.004087103681660764
1971-02-23,-0.029458425832175616,-0.029172252342655858,-0.05205155381739346,-0.07204286439236096,-0.0009252971246738184
1971-02-24,-0.03078615084609182,-0.061071894892157585,-0.03949917482384324,-0.0646694192531998,0.0
1971-02-25,-0.03211286477764208,-0.06709147139682026,-0.035007818137366975,-0.07132710211156257,-0.0015749256113987142
1971-02-26,-0.03019146261519612,-0.06513829723524056,-0.039264425348355614,-0.07096834801304297,-0.00030558896795074286
1971-03-01,-0.03226855227348868,-0.05600280143079617,-0.034375632474020645,-0.06006190114805887,0.0
1971-03-02,-0.03484272783464515,-0.037098962845811934,-0.034850405214718605,-0.052614165229527,0.0
1971-03-03,-0.031178407958595167,-0.04335290296574679,-0.03552424666247522,-0.052251613543944475,0.0
1971-03-04,-0.03125529856113829,-0.04421820525504905,-0.016301308619950827,-0.04831271561960537,0.0
1971-03-05,-0.03208169540279149,-0.04255828420842034,0.0,-0.040758427156248334,0.0
1971-03-08,-0.03265795616549205,-0.04784591315069575,0.0,-0.011112637445844564,0.0
1971-03-09,-0.029739089465892765,-0.04713405611991128,0.0,0.0,0.0
1971-03-10,-0.02831607743244957,-0.045161692094906614,-0.0032966584959878142,0.0,0.0
1971-03-11,-0.022388969112006718,-0.04823366248362981,-0.0015691292829790315,-0.007182659774876199,-0.008248933635560007
1971-03-12,-0.019204508161355105,-0.0550788550256347,0.0,-0.006820727042227248,-0.004174088842474388
1971-03-15,-0.01676909989508768,-0.03460526477134207,0.0,0.0,-0.0010372951094854699
1971-03-16,-0.021879665891870292,-0.03943791296953647,0.0,0.0,0.0
1971-03-17,-0.024466904070593487,-0.05643408275204109,-0.0018577664406771444,0.0,0.0
1971-03-18,-0.023291234081141976,-0.03629305740547506,-0.0005550822559889923,0.0,-0.0006743827149724435
1971-03-19,-0.01960735617264331,-0.04191218327823376,-0.004190092215651808,0.0,0.0
1971-03-22,-0.02345349045725731,-0.028883197473757782,-0.011958756676267446,0.0,-0.0025813603884229375
1971-03-23,-0.024784584019534095,-0.028483414452642464,-0.018714532315600385,-0.010942072245306855,-0.007051366602988773
1971-03-24,-0.025112519105282116,-0.027288692289268224,-0.031709135090055574,-0.02179080268112399,-0.010554145632998946
1971-03-25,-0.025690861056093084,-0.03468309849305751,-0.03198041932604878,-0.036176812368418076,-0.021531259810889214
1971-03-26,-0.026268988586066855,-0.04696086022593271,-0.025449018547818447,-0.05035591768967407,-0.029611715538581107
1971-03-29,-0.03010101565571288,-0.04026674802405761,-0.02396626321431594,-0.0428140355889125,-0.02654807888944355
1971-03-30,-0.03392518681134182,-0.0479259948762466,-0.019555258953352972,-0.049683379985207665,-0.02810763413078976
1971-03-31,-0.03150876312346351,-0.0478442147079472,-0.018655248084381904,-0.05651422952337404,-0.03702084002483086
1971-04-01,-0.024097293201595926,-0.028252018740526297,-0.017167813815432198,-0.06683189054128169,-0.04221248012776524
1971-04-02,-0.03043856291417979,-0.014024706150752464,-0.01391718821004484,-0.07002778158223777,-0.04917178543912448
1971-04-05,-0.026769621299287838,-0.012181915208666405,-0.009484668928250617,-0.06263953615297724,-0.04615922452047727
1971-04-06,-0.026846861805533973,-0.014984223841051247,0.0,-0.05876159726523844,-0.04766736707757602
1971-04-07,-0.025673256672334,-0.018102324937431247,0.0,-0.05842393843525018,-0.05904947421974849
1971-04-08,-0.024499040526484994,-0.0052416309589492505,0.0,-0.05808615847390308,-0.07733246712083108
1971-04-09,-0.024576461237554414,-0.005320580035857225,0.0,-0.08583849410266386,-0.07733246712083108
1971-04-12,-0.024653875804122705,0.0,0.0,-0.09246418510210996,-0.06913052550091536
1971-04-13,-0.02723538210651366,-0.004696096751736767,0.0,-0.09213202375729546,-0.07233826832611356
1971-04-14,-0.027312585647616405,-0.006680888844011856,0.0,-0.09863114215792534,-0.07202438339385697
1971-04-15,-0.027889879418447006,-0.015644226205640988,0.0,-0.0982999290514851,-0.07434206173287117
1971-04-16,-0.0259673187590439,-0.028040615419518522,-0.0006589439215091142,-0.10812694511510412,-0.07839874334941066
1971-04-19,-0.025043818746679825,-0.04867420958664059,0.0,-0.1311171623596432,-0.08849227028244977
1971-04-20,-0.025121196221382536,-0.05076769895101074,-0.007770952278834842,-0.15035382686230114,-0.09676280344382515
1971-04-21,-0.02745117583075596,-0.044795981639668914,-0.012637988610090134,-0.1468426202258073,-0.09387814006036599
1971-04-22,-0.02402863636479957,-0.036473026198432734,-0.008895347611764692,-0.14330101765816816,-0.09440906668643123
1971-04-23,-0.018597083505113132,-0.05997967347090305,0.0,-0.1429775171246167,-0.0966459797641126
1971-04-26,-0.02294357940055347,-0.0810344644256149,-0.002193752332193988,-0.14265389443311016,-0.10311885225289341
1971-04-27,-0.027530614732915848,-0.07088904438805876,0.0,-0.13258544064778832,-0.10448497260032974
1971-04-28,-0.015611256551204877,-0.06789590447636751,0.0,-0.1355271248063754,-0.11673817809998421
1971-04-29,-0.001860166578178668,-0.06244084038571507,-0.0027518859156500097,-0.13520194241395667,-0.11140153351514925
1971-04-30,0.0,-0.06174511746266076,-0.01579344752056877,-0.15424164570793664,-0.11190657353662814
1971-05-03,-0.009170274170274162,-0.0541157075769052,-0.028369344751657977,-0.1884540927916981,-0.11574739501199816
1971-05-04,0.0,-0.05573773056352649,-0.019039636281575678,-0.18813882286609118,-0.12039853404300449
1971-05-05,-0.010114488009621114,-0.059831138173616294,-0.0193065559972313,-0.19391472109007302,-0.12006128522162107
1971-05-06,0.0,-0.05096131220325728,-0.029779021237017145,-0.18750960466113398,-0.11806614194566967
1971-05-07,-0.016248519308221132,-0.04731825406990664,-0.03662303912216991,-0.1810651717642412,-0.11357013201266453
1971-05-10,-0.027428492410306093,-0.051429664203837766,-0.04625182895113278,-0.1838261728862417,-0.11656701612494758
1971-05-11,-0.010335439633698762,-0.053983047877764756,-0.04148234096151138,-0.20477508855736826,-0.12286290966859026
1971-05-12,0.0,-0.05096480086121025,-0.03632777691443212,-0.22232486941506113,-0.12910936278768714
1971-05-13,0.0,-0.05553241210915527,-0.04033761477304332,-0.23079322449045114,-0.13285786765789376
1971-05-14,-0.0025273454955219155,-0.04911724572277698,-0.04938526184957315,-0.23626349610464215,-0.14224391215813592
1971-05-17,0.0,-0.04919271260803726,-0.07773448819517303,-0.2502040958366242,-0.14992763547181298
1971-05-18,0.0,-0.055004333561501584,-0.0752430365554283,-0.24425210533252906,-0.14075989955740076
1971-05-19,-0.034059947603637175,-0.04766093563983531,-0.07091417235716213,-0.20920797802846924,-0.12661906822706526
1971-05-20,-0.019826386514093075,-0.04463367843967425,-0.06657554679743027,-0.20889619194126918,-0.13363461607020577
1971-05-21,-0.007892246532901659,-0.031346647840977515,-0.07254629834154791,-0.20560363511603774,-0.1300287594935352
1971-05-24,-0.022471951189420025,-0.03236221847933596,-0.08841574945926112,-0.19628544567945316,-0.12394750055512427
1971-05-25,-0.01175474451152192,-0.01617750922607719,-0.10050531457426148,-0.18381547863493253,-0.11367690756211879
1971-05-26,-0.012556724146642217,-0.01262961212314595,-0.09840650371105697,-0.17735615438252517,-0.11167764973411942
1971-05-27,-0.025170993623581106,0.0,-0.10191811019364272,-0.18320821635598594,-0.11800435984687774
1971-05-28,-0.020458046477391578,0.0,-0.09783336359466688,-0.18289090850860756,-0.12015493445862557
1971-05-31,-0.020535787902274616,-7.936507936501247e-05,-0.09783336359466688,-0.1732992332382245,-0.12015493445862557
1971-06-01,-0.01821287557853213,0.0,-0.08758206944636104,-0.15096808434274656,-0.1081497818397813
1971-06-02,-0.027904377805255565,-0.01637683343379548,-0.07381337632595153,-0.14106705499937844,-0.10781236115657167
1971-06-03,-0.03395997611243773,-0.00343093404803696,-0.07296944837116504,-0.1631100679513564,-0.1150054662236174
1971-06-04,-0.030460927175020025,-0.0020886129493432604,-0.06771998922417433,-0.17850377908071346,-0.12626470567199832
1971-06-07,-0.03531392926641841,-0.017023093029534753,-0.07165943522787,-0.19051912902260892,-0.1267511512398123
1971-06-08,-0.04491825531455096,-0.019296827324670862,-0.08587533383980184,-0.20233964945479088,-0.13294655136683964
1971-06-09,-0.06158356466591619,-0.009975700705263768,-0.08649459047110897,-0.20802916937433868,-0.13504270175092026
1971-06-10,-0.07810088333059273,0.0,-0.08019108006912157,-0.20771634557524532,-0.13631684055011106
1971-06-11,-0.0758460218547562,0.0,-0.07240401004356278,-0.2395793300007295,-0.14884441362918832
1971-06-14,-0.07825014667249952,-0.013930427253514233,-0.0880797988306462,-0.26481160128674364,-0.15645631696834672
1971-06-15,-0.08344413394124994,-0.024053275715130495,-0.08633235490484892,-0.2534023718657118,-0.14816067248559073
1971-06-16,-0.0702872779984488,0.0,-0.08276190991623311,-0.2530988352063934,-0.1486073280735406
1971-06-17,-0.06218006025477296,-0.00023453615547541773,-0.0831996491016852,-0.2357939312995564,-0.1434518578525017
1971-06-18,-0.06460197461334027,-0.014432234143184175,-0.11118691093626798,-0.21815491705068357,-0.13503837917333916
1971-06-21,-0.06233185659851259,-0.03206999515396991,-0.1310148046022569,-0.23240107244377106,-0.14276228024703175
1971-06-22,-0.05536496198872509,-0.020851881563690555,-0.13605612133179756,-0.23209287994561567,-0.1399957846990928
1971-06-23,-0.0483728379760221,-0.03888997894778701,-0.12160596874288898,-0.23466534238458825,-0.14205813394718647
1971-06-24,-0.04135549068394062,-0.04596167856019073,-0.12667428975970985,-0.2314762436423703,-0.14571804727968363
1971-06-25,-0.05519429178455759,-0.046188902687581024,-0.12923549431995418,-0.23116767982360853,-0.15095231461283531
1971-06-28,-0.056682598291598496,-0.05202094625130704,-0.13374773213468327,-0.2308589921158598,-0.1577289408686865
1971-06-29,-0.06640716871164354,-0.055720475362753485,-0.11467274994424492,-0.22765499851940396,-0.16052196211146297
1971-06-30,-0.05126282224380463,-0.06046745796570607,-0.11689322502139277,-0.22443999197802966,-0.15780093544656937
1971-07-01,-0.05605820430668762,-0.05152251163694266,-0.09763692760880205,-0.2182834810947638,-0.15586333294591104
