,GLD,COM,SP500TR,ITB
1988-04-04,-0.6305491706667897,-0.015895642778230412,,
1988-04-05,-0.6360748889536204,-0.027727003419256047,,
1988-04-06,-0.6420399330644997,-0.025911716250736738,,
1988-04-07,-0.6463639440298401,-0.012400315889869895,,
1988-04-08,-0.6429117222813084,-0.006588954639647704,,
1988-04-11,-0.6438926973599464,0.0,,
1988-04-12,-0.6407462283520178,0.0,,
1988-04-13,-0.6430052531435415,-0.010088801576837336,,
1988-04-14,-0.6414439526096622,-0.0003730411121755095,,
1988-04-15,-0.6320777475225715,0.0,,
1988-04-18,-0.6293645728844797,0.0,,
1988-04-19,-0.6311734281483568,-0.016753415959935514,,
1988-04-20,-0.6303945624525482,-0.02367686922637169,,
1988-04-21,-0.6354329492867379,-0.007775320438156874,,
1988-04-22,-0.6446092746100325,-0.008858213691024353,,
1988-04-25,-0.6421015024133157,-0.011784732008567,,
1988-04-26,-0.6472168837656762,0.0,,
1988-04-27,-0.6420351427021849,-0.0024328338888706114,,
1988-04-28,-0.6392008674760457,-0.02385419624139129,,
1988-04-29,-0.6441765412325742,-0.0219344360073378,,
1988-05-02,-0.644203912267864,-0.06926564667090807,,
1988-05-03,-0.6491442784002268,-0.04921676396900143,,
1988-05-04,-0.6532628792155883,-0.05322553371512284,,
1988-05-05,-0.6507865989297968,-0.036935167458265084,,
1988-05-06,-0.6541101490344996,-0.01572149004737,,
1988-05-09,-0.6516371002932451,-0.010125570978567922,,
1988-05-10,-0.6480579808357512,-0.008528923565885305,,
1988-05-11,-0.6443032720317201,0.0,,
1988-05-12,-0.6413209526988488,-0.0007486275269652509,,
1988-05-13,-0.6437344350619867,0.0,,
1988-05-16,-0.6377382176504292,0.0,,
1988-05-17,-0.635528420163354,-0.0007389007351776833,,
1988-05-18,-0.6366786473597097,-0.004951439100329802,,
1988-05-19,-0.6304645102428634,0.0,,
1988-05-20,-0.6353350695691887,0.0,,
1988-05-23,-0.6315152603833947,-0.02580039574573434,,
1988-05-24,-0.6315436053633652,-0.018064162205862266,,
1988-05-25,-0.6370508536594082,-0.03153604190922121,,
1988-05-26,-0.6380383211294434,-0.021227476347956853,,
1988-05-27,-0.6401422736782492,-0.02048732663235109,,
1988-05-30,-0.6401699550418123,-0.020562673761071792,,
1988-05-31,-0.6346250450842095,0.0,,
1988-06-01,-0.6325675857944706,0.0,,
1988-06-02,-0.6375828922257947,0.0,,
1988-06-03,-0.6200370954129861,-0.0010561951513479162,,
1988-06-06,-0.6202298537374117,0.0,,
1988-06-07,-0.6205860320828072,0.0,,
1988-06-08,-0.631236194480062,-0.024263271587596225,,
1988-06-09,-0.6351301784555674,-0.038927884993407935,,
1988-06-10,-0.6317939133111592,-0.05173019193078077,,
1988-06-13,-0.6456621509538593,-0.06839647462514287,,
1988-06-14,-0.649635263491502,-0.049829800940570323,,
1988-06-15,-0.6410306085744784,-0.05876007466746391,,
1988-06-16,-0.6380403373403913,-0.0443506526478169,,
1988-06-17,-0.6438097745115439,-0.043472559110083075,,
1988-06-20,-0.637667323084975,-0.042276797590441784,,
1988-06-21,-0.6416838856804651,-0.03361863667355747,,
1988-06-22,-0.6467883205675111,-0.0293873141619313,,
1988-06-23,-0.6479180466637117,-0.04432440851667252,,
1988-06-24,-0.6550213638793384,-0.060888756852690684,,
1988-06-27,-0.6550479006975016,-0.033455645961382174,,
1988-06-28,-0.6541406603352711,-0.05441532507413949,,
1988-06-29,-0.670217506839697,-0.08491958516167752,,
1988-06-30,-0.6656794638405716,-0.08033741898541802,,
1988-07-01,-0.6652457389320203,-0.07683243081580637,,
1988-07-04,-0.6641988045138685,-0.07690344370574353,,
1988-07-05,-0.6643781094132162,-0.06949872400270907,,
1988-07-06,-0.6654779165316005,-0.04549078556375097,,
1988-07-07,-0.6592237014619202,-0.02972961720554501,,
1988-07-08,-0.6615686469253972,-0.04449080738967359,,
1988-07-11,-0.6655997848765165,-0.09192791031670777,,
1988-07-12,-0.670218917518387,-0.07903081674886703,,
1988-07-13,-0.6684197703148111,-0.09495765794828248,,
1988-07-14,-0.6596031370280535,-0.07037302023035075,,
1988-07-15,-0.6622548870421117,-0.06716542248561153,,
1988-07-18,-0.6675112631724092,-0.043149901168432536,,
1988-07-19,-0.6666211025199005,-0.05621170368204398,,
1988-07-20,-0.6536569664931491,-0.05203725544832982,,
1988-07-21,-0.6536836082649573,-0.01821776856231594,,
1988-07-22,-0.657758910840416,-0.01251904417999783,,
1988-07-25,-0.6635124737577835,-0.04782196781836656,,
1988-07-26,-0.674741818948737,-0.09795582032642713,,
1988-07-27,-0.6722021871029406,-0.08266080398539255,,
1988-07-28,-0.6723788450603183,-0.10147787127795727,,
1988-07-29,-0.6663482027885517,-0.07394968725225548,,
1988-08-01,-0.6697348296386356,-0.06592838911917653,,
1988-08-02,-0.6724959792750742,-0.08975643334473926,,
1988-08-03,-0.6705537262962009,-0.11605158661692705,,
1988-08-04,-0.6720969041785949,-0.11095162700346417,,
1988-08-05,-0.6724249703436432,-0.09288083721955853,,
1988-08-08,-0.673812226758217,-0.07663109232159648,,
1988-08-09,-0.6832001153202925,-0.08446804927504259,,
1988-08-10,-0.6811412537364062,-0.0689187574071436,,
1988-08-11,-0.6799715538181768,-0.06821064430993307,,
1988-08-12,-0.6720702332378585,-0.09183835468664225,,
1988-08-15,-0.6766363739070318,-0.06927154318384654,,
1988-08-16,-0.6730541241528543,-0.08383949448573358,,
1988-08-17,-0.6786706754562932,-0.07927078950919308,,
1988-08-18,-0.6762985310021443,-0.06383981820893747,,
1988-08-19,-0.6733164504463299,-0.05875392319292205,,
1988-08-22,-0.6757581018146164,-0.07277419567432719,,
1988-08-23,-0.6733756790578085,-0.08466623047850297,,
1988-08-24,-0.6727967830699428,-0.07283815165676522,,
1988-08-25,-0.6710083550409347,-0.08877168389740486,,
1988-08-26,-0.6725490542828965,-0.0820588235687586,,
1988-08-29,-0.6725742428171824,-0.09032948201838087,,
1988-08-30,-0.6807623984295269,-0.08223683287727945,,
1988-08-31,-0.6807869551681092,-0.08926838445499152,,
1988-09-01,-0.676931407555987,-0.0868730476447539,,
1988-09-02,-0.679358255956019,-0.0963545822732701,,
1988-09-05,-0.6814766634371913,-0.09642409345924907,,
1988-09-06,-0.6798615972855679,-0.12304227997612571,,
1988-09-07,-0.6816792972173968,-0.11797028079769278,,
1988-09-08,-0.6802138667261102,-0.11394518390490538,,
1988-09-09,-0.6785958565228465,-0.14212036202556877,,
1988-09-12,-0.693590498105604,-0.129331984117104,,
1988-09-13,-0.692006769774089,-0.10651239767814324,,
1988-09-14,-0.6905655710486589,-0.06586060349952161,,
1988-09-15,-0.694406832844245,-0.09274687562952555,,
1988-09-16,-0.699828739239769,-0.12738015112167533,,
1988-09-19,-0.708816481633058,-0.13949691547865206,,
1988-09-20,-0.7074150000798272,-0.1286451059083723,,
1988-09-21,-0.7207108749073441,-0.12344487564432272,,
1988-09-22,-0.7247749764190085,-0.1090225411125687,,
1988-09-23,-0.7211984348481197,-0.13008926575349844,,
1988-09-26,-0.7283222186961611,-0.12504480808248408,,
1988-09-27,-0.7258689454396141,-0.12089073809286566,,
1988-09-28,-0.728237163104867,-0.127002946407605,,
1988-09-29,-0.7239967386801288,-0.12707010002711217,,
1988-09-30,-0.7265113492253283,-0.1417425439181894,,
1988-10-03,-0.7274975597684361,-0.15166158026475463,,
1988-10-04,-0.7240778341179466,-0.14801646959017378,,
1988-10-05,-0.7282534704314114,-0.16964744484180383,,
1988-10-06,-0.7168685778264406,-0.16339852464430782,,
1988-10-07,-0.7167501236737036,-0.1546216476886999,,
1988-10-10,-0.7127044467068316,-0.12802559866464092,,
1988-10-11,-0.7120203134412444,-0.1289951050818069,,
1988-10-12,-0.713315147865277,-0.0907315768183996,,
1988-10-13,-0.7129139453511296,-0.07329787308586211,,
1988-10-14,-0.7116654242752358,-0.04485047725736291,,
1988-10-17,-0.7040477279555614,-0.026359027931631585,,
1988-10-18,-0.7062202678881535,-0.06169465680034891,,
1988-10-19,-0.7065284359350263,-0.018585146135388753,,
1988-10-20,-0.7052666712218616,-0.03428039690257256,,
1988-10-21,-0.7080064382355895,-0.03356421105805918,,
1988-10-24,-0.7148608227322224,-0.08218965474439288,,
1988-10-25,-0.7117887679084844,-0.08210619589347623,,
1988-10-26,-0.7122350899268686,-0.0775549813362334,,
1988-10-27,-0.7121159567102555,-0.07129407094651374,,
1988-10-28,-0.7064863903573545,-0.05772971746291522,,
1988-10-31,-0.7052250691842973,-0.061079661644643624,,
1988-11-01,-0.7073920816970334,-0.06660438534735125,,
1988-11-02,-0.7018600955648489,-0.046795223419944576,,
1988-11-03,-0.6895204297019046,-0.04168936556403513,,
1988-11-04,-0.6930641567170323,-0.029331794390584975,,
1988-11-07,-0.6936710181751292,-0.020855016016499528,,
1988-11-08,-0.6968991647295275,-0.02967767086712103,,
1988-11-09,-0.6934452239420218,-0.022628064870566678,,
1988-11-10,-0.6959457210448895,-0.030806306530821392,,
1988-11-11,-0.6942279257041246,-0.039265983260101445,,
1988-11-14,-0.6957064648308509,-0.020123630439071505,,
1988-11-15,-0.6889081233242422,-0.0370591459832611,,
1988-11-16,-0.689078794919864,-0.04233617344179619,,
1988-11-17,-0.6918899272678039,-0.0917788173221522,,
1988-11-18,-0.6980466247510427,-0.09735861688647751,,
1988-11-21,-0.7006716521991833,-0.09773320343642622,,
1988-11-22,-0.6972408888282354,-0.04746481603599595,,
1988-11-23,-0.6959616770343493,-0.030618055100180563,,
1988-11-24,-0.6949699115994386,-0.03069262294209607,,
1988-11-25,-0.6890380261074291,-0.021601904991068288,,
1988-11-28,-0.6887686550789864,0.0,,
1988-11-29,-0.690553037214483,-0.0007119949194254183,,
1988-11-30,-0.6913082210273962,0.0,,
1988-12-01,-0.6881179489731825,0.0,,
1988-12-02,-0.6888761255193625,-0.007545996445007308,,
1988-12-05,-0.6820073774271941,-0.02544853357981125,,
1988-12-06,-0.6838108181048623,-0.019686941831528193,,
1988-12-07,-0.691521833878631,-0.009133563442573767,,
1988-12-08,-0.6906696192879123,-0.021133940476713797,,
1988-12-09,-0.6956637508627388,0.0,,
1988-12-12,-0.6953971792099141,0.0,,
1988-12-13,-0.6946953653847238,-0.019588368767505138,,
1988-12-14,-0.6954449018063564,0.0,,
1988-12-15,-0.6976437226801281,-0.010326272931597935,,
1988-12-16,-0.7073481615389058,0.0,,
1988-12-19,-0.7056650772685528,-0.00476678691958532,,
1988-12-20,-0.7058302534879959,0.0,,
1988-12-21,-0.7034305589992025,0.0,,
1988-12-22,-0.6995906730910024,0.0,,
1988-12-23,-0.6996137815007646,0.0,,
1988-12-26,-0.6996368881329569,-7.692307692297451e-05,,
1988-12-27,-0.6996599929877159,0.0,,
1988-12-28,-0.7060166500112799,-0.007112982883431207,,
1988-12-29,-0.7097416458539029,-0.016390871323026857,,
1988-12-30,-0.7097639734196064,0.0,,
1989-01-02,-0.7097862992678049,-7.692307692308553e-05,,
1989-01-03,-0.7079695894675953,0.0,,
1989-01-04,-0.711113855595918,-0.004160639258648402,,
1989-01-05,-0.714099736147566,0.0,,
1989-01-06,-0.715385220925676,0.0,,
1989-01-09,-0.7208697011733198,0.0,,
1989-01-10,-0.7181172070321427,-0.0028221911017752843,,
1989-01-11,-0.7191145044404854,-0.00044617007394187613,,
1989-01-12,-0.7185796266276474,0.0,,
1989-01-13,-0.716651801203098,0.0,,
1989-01-16,-0.7224020371348956,0.0,,
1989-01-17,-0.7213171473857809,0.0,,
1989-01-18,-0.7210614949408034,0.0,,
1989-01-19,-0.7195583189262011,-0.004456072674322797,,
1989-01-20,-0.716939459281739,-0.020459100741386016,,
1989-01-23,-0.7141690206839796,-0.06359119286588344,,
1989-01-24,-0.7130687265366078,-0.06106702303788181,,
1989-01-25,-0.7188533170130962,-0.03541693175985494,,
1989-01-26,-0.7159535778508723,-0.061143091590801335,,
1989-01-27,-0.7250637945161863,-0.0509568224062078,,
1989-01-30,-0.7330620819833644,-0.057355405118897806,,
1989-01-31,-0.7330826156693657,-0.060305801898701494,,
1989-02-01,-0.7347290404722829,-0.04573812112940001,,
1989-02-02,-0.737045579490775,-0.04760382588574652,,
1989-02-03,-0.7385449673908645,-0.050844854592617894,,
1989-02-06,-0.7413807488983943,-0.06480425309690208,,
1989-02-07,-0.7372670016536074,-0.05559656029746762,,
1989-02-08,-0.7378247730061858,-0.06252562779694737,,
1989-02-09,-0.7335491864840262,-0.07721589303556842,,
1989-02-10,-0.7392532449999278,-0.09734592729581903,,
1989-02-13,-0.7460998345293777,-0.08387789673438095,,
1989-02-14,-0.7466476361367635,-0.09137456010160083,,
1989-02-15,-0.7507566448424965,-0.0621317875666747,,
1989-02-16,-0.7464582159803526,-0.05687707475673276,,
1989-02-17,-0.75162376633308,-0.03982932559950103,,
1989-02-20,-0.7490311347243701,-0.0399031848821475,,
1989-02-21,-0.7476065814871635,-0.03818078625670995,,
1989-02-22,-0.7432823286675061,-0.01723442432865485,,
1989-02-23,-0.7383907246608808,-0.00864390509811963,,
1989-02-24,-0.7412245717712002,0.0,,
1989-02-27,-0.7383129330723244,0.0,,
1989-02-28,-0.7431567875826974,0.0,,
1989-03-01,-0.7470258745513856,0.0,,
1989-03-02,-0.7473087802077487,0.0,,
1989-03-03,-0.7440371106769779,-0.012710814864893671,,
1989-03-06,-0.7428644264219761,-0.00460028269814472,,
1989-03-07,-0.7382367776925169,-0.015499392186117622,,
1989-03-08,-0.7331663286537204,-0.010261966743230766,,
1989-03-09,-0.7373793752592848,-0.013616283269750062,,
1989-03-10,-0.7347163520719517,-0.004692805152018753,,
1989-03-13,-0.7360850870854576,0.0,,
1989-03-14,-0.7327434148196807,0.0,,
1989-03-15,-0.7356056886077998,0.0,,
1989-03-16,-0.7403365386697918,0.0,,
1989-03-17,-0.7338215823224278,0.0,,
1989-03-20,-0.7322218998312653,-0.007954092636335064,,
1989-03-21,-0.7358986340276013,0.0,,
1989-03-22,-0.7351121225336692,-0.006416485911234893,,
1989-03-23,-0.733112509626432,-0.0005689328838011098,,
1989-03-24,-0.7331330394333838,-0.0006458121966560482,,
1989-03-27,-0.7331535676611197,0.0,,
1989-03-28,-0.7387150939177096,-0.023217202852056418,,
1989-03-29,-0.7491651941253281,-0.0032670329923584207,,
1989-03-30,-0.7482675994805663,0.0,,
1989-03-31,-0.7489430291890389,-0.008800881410256367,,
1989-04-03,-0.7459486093594097,-0.022488048499627378,,
1989-04-04,-0.7443865088751447,-0.002611391254904283,,
1989-04-05,-0.7492976631356982,-0.029990675905745556,,
1989-04-06,-0.7474841371130347,-0.04775660063444187,,
1989-04-07,-0.7502625796831384,-0.04224149273129052,,
1989-04-10,-0.7513269900250724,-0.005377874474065125,,
1989-04-11,-0.7467833111956717,0.0,,
1989-04-12,-0.743777343250555,0.0,,
1989-04-13,-0.7398276854238857,-0.015221573908583363,,
1989-04-14,-0.7453137836891635,0.0,,
1989-04-17,-0.7466523092520088,0.0,,
1989-04-18,-0.7482502878209467,0.0,,
1989-04-19,-0.7484007728251819,0.0,,
1989-04-20,-0.7482890512135159,0.0,,
1989-04-21,-0.7483084135941916,0.0,,
1989-04-24,-0.7488521319571324,-0.03504892058781239,,
1989-04-25,-0.7458597716886672,-0.008721294005595182,,
1989-04-26,-0.7485135808832164,-0.015982071668004694,,
1989-04-27,-0.7480088594768974,-0.0193898634378199,,
1989-04-28,-0.7568148197391981,-0.03683539916458267,,
